,iso2,year,column,cases,sex,age
2155,TO,2008,fu,0,f,
2156,TR,2005,fu,0,f,
2157,TR,2006,fu,0,f,
2158,TR,2007,fu,0,f,
2159,TR,2008,fu,0,f,
2160,TT,2008,fu,0,f,
2161,TV,2008,fu,0,f,
2162,UA,2007,fu,0,f,
2163,UG,2008,fu,0,f,
2164,US,2008,fu,0,f,
2165,UY,2008,fu,0,f,
2166,UZ,2007,fu,0,f,
2167,VE,2008,fu,0,f,
2168,ZA,2008,fu,0,f,
2169,AD,2005,fu,0,f,
2170,AD,2006,fu,0,f,
2171,AD,2008,fu,0,f,
2172,AE,2008,fu,0,f,
2173,AL,2005,fu,0,f,
2174,AL,2006,fu,0,f,
2175,AL,2007,fu,0,f,
2176,AM,2005,fu,0,f,
2177,AM,2006,fu,0,f,
2178,AM,2007,fu,0,f,
2179,AM,2008,fu,0,f,
2180,AR,2008,fu,8,f,
2181,AT,2005,fu,0,f,
2182,AT,2006,fu,0,f,
2183,AZ,2005,fu,0,f,
2184,AZ,2006,fu,0,f,
2185,BA,2005,fu,0,f,
2186,BA,2006,fu,2,f,
2187,BA,2007,fu,0,f,
2188,BA,2008,fu,0,f,
2189,BB,2008,fu,0,f,
2190,BE,2005,fu,0,f,
2191,BE,2006,fu,0,f,
2192,BE,2008,fu,0,f,
2193,BG,2005,fu,0,f,
2194,BG,2008,fu,0,f,
2195,BH,2008,fu,0,f,
2196,BN,2008,fu,0,f,
2197,BR,2008,fu,0,f,
2198,BS,2008,fu,0,f,
2199,BW,2008,fu,0,f,
2200,BZ,2008,fu,0,f,
2201,CA,2008,fu,0,f,
2202,CH,2005,fu,0,f,
2203,CH,2006,fu,0,f,
2204,CH,2007,fu,0,f,
2205,CH,2008,fu,0,f,
2206,CM,2008,fu,0,f,
2207,CY,2005,fu,0,f,
2208,CY,2006,fu,0,f,
2209,CY,2007,fu,0,f,
2210,CY,2008,fu,0,f,
2211,CZ,2005,fu,0,f,
2212,CZ,2006,fu,0,f,
2213,CZ,2007,fu,0,f,
2214,CZ,2008,fu,0,f,
2215,DE,2005,fu,0,f,
2216,DE,2006,fu,0,f,
2217,DE,2007,fu,0,f,
2218,DE,2008,fu,0,f,
2219,DK,2005,fu,0,f,
2220,DK,2006,fu,0,f,
2221,DK,2007,fu,0,f,
2222,DK,2008,fu,0,f,
2223,DM,2008,fu,0,f,
2224,DO,2008,fu,0,f,
2225,EE,2005,fu,0,f,
2226,EE,2006,fu,0,f,
2227,EE,2007,fu,0,f,
2228,EE,2008,fu,0,f,
2229,EG,2008,fu,3,f,
2230,ES,2005,fu,2,f,
2231,ES,2006,fu,1,f,
2232,ES,2007,fu,2,f,
2233,ES,2008,fu,1,f,
2234,FI,2005,fu,0,f,
2235,FI,2006,fu,0,f,
2236,FI,2007,fu,0,f,
2237,FI,2008,fu,0,f,
2238,FM,2008,fu,0,f,
2239,FR,2005,fu,0,f,
2240,FR,2006,fu,0,f,
2241,FR,2007,fu,0,f,
2242,FR,2008,fu,0,f,
2243,GB,2005,fu,1,f,
2244,GB,2006,fu,0,f,
2245,GB,2007,fu,2,f,
2246,GB,2008,fu,0,f,
2247,GE,2006,fu,1,f,
2248,GE,2007,fu,0,f,
2249,GE,2008,fu,0,f,
2250,GM,2008,fu,0,f,
2251,GR,2005,fu,0,f,
2252,GR,2006,fu,1,f,
2253,GR,2007,fu,2,f,
2254,GR,2008,fu,0,f,
2255,GT,2008,fu,0,f,
2256,GU,2008,fu,0,f,
2257,GY,2008,fu,0,f,
2258,HK,2008,fu,0,f,
2259,HN,2008,fu,0,f,
2260,HR,2005,fu,0,f,
2261,HR,2006,fu,0,f,
2262,HR,2008,fu,0,f,
2263,HT,2008,fu,0,f,
2264,HU,2005,fu,0,f,
2265,HU,2006,fu,0,f,
2266,HU,2007,fu,0,f,
2267,HU,2008,fu,1,f,
2268,ID,2008,fu,0,f,
2269,IE,2005,fu,0,f,
2270,IE,2006,fu,0,f,
2271,IE,2007,fu,0,f,
2272,IE,2008,fu,0,f,
2273,IL,2005,fu,0,f,
2274,IL,2006,fu,0,f,
2275,IL,2007,fu,0,f,
2276,IL,2008,fu,0,f,
2277,IQ,2008,fu,0,f,
2278,IR,2008,fu,0,f,
2279,IS,2005,fu,0,f,
2280,IS,2006,fu,0,f,
2281,IS,2007,fu,0,f,
2282,IS,2008,fu,0,f,
2283,IT,2005,fu,9,f,
2284,IT,2006,fu,10,f,
2285,IT,2007,fu,6,f,
2286,IT,2008,fu,1,f,
2287,JM,2008,fu,1,f,
2288,JO,2008,fu,0,f,
2289,JP,2008,fu,0,f,
2290,KE,2008,fu,0,f,
2291,KG,2005,fu,0,f,
2292,KI,2008,fu,0,f,
2293,KM,2008,fu,0,f,
2294,KN,2008,fu,0,f,
2295,KP,2008,fu,0,f,
2296,KR,2008,fu,0,f,
2297,KW,2008,fu,0,f,
2298,KZ,2005,fu,0,f,
2299,KZ,2007,fu,0,f,
2300,KZ,2008,fu,0,f,
2301,LB,2008,fu,0,f,
2302,LC,2008,fu,0,f,
2303,LR,2008,fu,0,f,
2304,LS,2008,fu,0,f,
2305,LT,2005,fu,0,f,
2306,LT,2006,fu,0,f,
2307,LT,2007,fu,0,f,
2308,LT,2008,fu,0,f,
2309,LU,2005,fu,0,f,
2310,LU,2006,fu,0,f,
2311,LU,2007,fu,0,f,
2312,LU,2008,fu,0,f,
2313,LV,2005,fu,0,f,
2314,LV,2006,fu,0,f,
2315,LV,2008,fu,0,f,
2316,LY,2008,fu,0,f,
2317,MA,2008,fu,0,f,
2318,MD,2005,fu,0,f,
2319,MD,2007,fu,0,f,
2320,MD,2008,fu,0,f,
2321,ME,2005,fu,0,f,
2322,ME,2007,fu,0,f,
2323,ME,2008,fu,0,f,
2324,MG,2008,fu,0,f,
2325,MH,2008,fu,0,f,
2326,MK,2005,fu,0,f,
2327,MK,2006,fu,0,f,
2328,MK,2007,fu,0,f,
2329,MK,2008,fu,0,f,
2330,ML,2008,fu,0,f,
2331,MO,2008,fu,0,f,
2332,MP,2008,fu,0,f,
2333,MT,2005,fu,0,f,
2334,MT,2006,fu,0,f,
2335,MT,2007,fu,0,f,
2336,MT,2008,fu,0,f,
2337,MU,2008,fu,0,f,
2338,MX,2008,fu,0,f,
2339,MY,2008,fu,0,f,
2340,NC,2008,fu,0,f,
2341,NL,2005,fu,0,f,
2342,NL,2006,fu,0,f,
2343,NL,2007,fu,0,f,
2344,NL,2008,fu,0,f,
2345,NO,2005,fu,0,f,
2346,NO,2006,fu,0,f,
2347,NO,2008,fu,0,f,
2348,NR,2008,fu,0,f,
2349,NZ,2008,fu,0,f,
2350,OM,2008,fu,0,f,
2351,PE,2008,fu,0,f,
2352,PF,2008,fu,1,f,
2353,PL,2005,fu,0,f,
2354,PL,2006,fu,0,f,
2355,PL,2007,fu,0,f,
2356,PL,2008,fu,0,f,
2357,PR,2008,fu,0,f,
2358,PS,2008,fu,0,f,
2359,PT,2005,fu,1,f,
2360,PT,2006,fu,1,f,
2361,PT,2007,fu,0,f,
2362,PT,2008,fu,0,f,
2363,PY,2008,fu,0,f,
2364,QA,2008,fu,0,f,
2365,RO,2005,fu,2,f,
2366,RO,2006,fu,1,f,
2367,RO,2008,fu,0,f,
2368,RS,2005,fu,0,f,
2369,RS,2006,fu,0,f,
2370,RS,2007,fu,0,f,
2371,RS,2008,fu,0,f,
2372,RU,2008,fu,0,f,
2373,SB,2008,fu,0,f,
2374,SC,2008,fu,0,f,
2375,SD,2008,fu,0,f,
2376,SE,2005,fu,0,f,
2377,SE,2006,fu,0,f,
2378,SE,2007,fu,0,f,
2379,SE,2008,fu,0,f,
2380,SG,2008,fu,0,f,
2381,SI,2005,fu,0,f,
2382,SI,2006,fu,0,f,
2383,SI,2007,fu,0,f,
2384,SI,2008,fu,0,f,
2385,SK,2005,fu,0,f,
2386,SK,2006,fu,0,f,
2387,SK,2007,fu,0,f,
2388,SK,2008,fu,0,f,
2389,SN,2008,fu,0,f,
2390,SV,2008,fu,0,f,
2391,SZ,2008,fu,0,f,
2392,TJ,2005,fu,0,f,
2393,TJ,2008,fu,0,f,
2394,TM,2005,fu,0,f,
2395,TM,2007,fu,0,f,
2396,TO,2008,fu,0,f,
2397,TR,2005,fu,0,f,
2398,TR,2006,fu,0,f,
2399,TR,2007,fu,0,f,
2400,TR,2008,fu,0,f,
2401,TT,2008,fu,0,f,
2402,TV,2008,fu,0,f,
2403,UA,2007,fu,0,f,
2404,UG,2008,fu,0,f,
2405,US,2008,fu,0,f,
2406,UY,2008,fu,0,f,
2407,UZ,2007,fu,0,f,
2408,VE,2008,fu,0,f,
2409,ZA,2008,fu,0,f,
2410,AD,2005,f04,0,f,0-4
2411,AD,2006,f04,0,f,0-4
2412,AD,2008,f04,0,f,0-4
2413,AE,2008,f04,0,f,0-4
2414,AL,2005,f04,0,f,0-4
2415,AL,2006,f04,0,f,0-4
2416,AL,2007,f04,0,f,0-4
2417,AM,2005,f04,0,f,0-4
2418,AM,2006,f04,0,f,0-4
2419,AM,2007,f04,0,f,0-4
2420,AM,2008,f04,0,f,0-4
2421,AR,2008,f04,5,f,0-4
2422,AT,2005,f04,0,f,0-4
2423,AT,2006,f04,1,f,0-4
2424,AZ,2005,f04,2,f,0-4
2425,AZ,2006,f04,0,f,0-4
2426,BA,2005,f04,0,f,0-4
2427,BA,2006,f04,0,f,0-4
2428,BA,2007,f04,0,f,0-4
2429,BA,2008,f04,0,f,0-4
2430,BB,2008,f04,0,f,0-4
2431,BE,2005,f04,1,f,0-4
2432,BE,2006,f04,3,f,0-4
2433,BE,2008,f04,2,f,0-4
2434,BG,2005,f04,0,f,0-4
2435,BG,2008,f04,1,f,0-4
2436,BH,2008,f04,0,f,0-4
2437,BN,2008,f04,0,f,0-4
2438,BR,2008,f04,69,f,0-4
2439,BS,2008,f04,0,f,0-4
2440,BW,2008,f04,5,f,0-4
2441,BZ,2008,f04,0,f,0-4
2442,CA,2008,f04,0,f,0-4
2443,CH,2005,f04,0,f,0-4
2444,CH,2006,f04,0,f,0-4
2445,CH,2007,f04,0,f,0-4
2446,CH,2008,f04,0,f,0-4
2447,CM,2008,f04,0,f,0-4
2448,CY,2005,f04,0,f,0-4
2449,CY,2006,f04,0,f,0-4
2450,CY,2007,f04,0,f,0-4
2451,CY,2008,f04,0,f,0-4
2452,CZ,2005,f04,0,f,0-4
2453,CZ,2006,f04,0,f,0-4
2454,CZ,2007,f04,0,f,0-4
2455,CZ,2008,f04,0,f,0-4
2456,DE,2005,f04,3,f,0-4
2457,DE,2006,f04,2,f,0-4
2458,DE,2007,f04,0,f,0-4
2459,DE,2008,f04,1,f,0-4
2460,DK,2005,f04,0,f,0-4
2461,DK,2006,f04,0,f,0-4
2462,DK,2007,f04,1,f,0-4
2463,DK,2008,f04,0,f,0-4
2464,DM,2008,f04,0,f,0-4
2465,DO,2008,f04,4,f,0-4
2466,EE,2005,f04,0,f,0-4
2467,EE,2006,f04,0,f,0-4
2468,EE,2007,f04,0,f,0-4
2469,EE,2008,f04,0,f,0-4
2470,EG,2008,f04,0,f,0-4
2471,ES,2005,f04,6,f,0-4
2472,ES,2006,f04,8,f,0-4
2473,ES,2007,f04,8,f,0-4
2474,ES,2008,f04,3,f,0-4
2475,FI,2005,f04,0,f,0-4
2476,FI,2006,f04,0,f,0-4
2477,FI,2007,f04,0,f,0-4
2478,FI,2008,f04,0,f,0-4
2479,FM,2008,f04,1,f,0-4
2480,FR,2005,f04,5,f,0-4
2481,FR,2006,f04,4,f,0-4
2482,FR,2007,f04,6,f,0-4
2483,FR,2008,f04,1,f,0-4
2484,GB,2005,f04,0,f,0-4
2485,GB,2006,f04,2,f,0-4
2486,GB,2007,f04,1,f,0-4
2487,GB,2008,f04,4,f,0-4
2488,GE,2006,f04,0,f,0-4
2489,GE,2007,f04,2,f,0-4
2490,GE,2008,f04,25,f,0-4
2491,GM,2008,f04,1,f,0-4
2492,GR,2005,f04,0,f,0-4
2493,GR,2006,f04,0,f,0-4
2494,GR,2007,f04,0,f,0-4
2495,GR,2008,f04,0,f,0-4
2496,GT,2008,f04,0,f,0-4
2497,GU,2008,f04,0,f,0-4
2498,GY,2008,f04,0,f,0-4
2499,HK,2008,f04,0,f,0-4
2500,HN,2008,f04,0,f,0-4
2501,HR,2005,f04,0,f,0-4
2502,HR,2006,f04,1,f,0-4
2503,HR,2008,f04,0,f,0-4
2504,HT,2008,f04,19,f,0-4
2505,HU,2005,f04,0,f,0-4
2506,HU,2006,f04,0,f,0-4
2507,HU,2007,f04,1,f,0-4
2508,HU,2008,f04,0,f,0-4
2509,ID,2008,f04,120,f,0-4
2510,IE,2005,f04,0,f,0-4
2511,IE,2006,f04,0,f,0-4
2512,IE,2007,f04,0,f,0-4
2513,IE,2008,f04,0,f,0-4
2514,IL,2005,f04,1,f,0-4
2515,IL,2006,f04,0,f,0-4
2516,IL,2007,f04,0,f,0-4
2517,IL,2008,f04,1,f,0-4
2518,IQ,2008,f04,1,f,0-4
2519,IR,2008,f04,2,f,0-4
2520,IS,2005,f04,0,f,0-4
2521,IS,2006,f04,0,f,0-4
2522,IS,2007,f04,0,f,0-4
2523,IS,2008,f04,0,f,0-4
2524,IT,2005,f04,0,f,0-4
2525,IT,2006,f04,3,f,0-4
2526,IT,2007,f04,0,f,0-4
2527,IT,2008,f04,3,f,0-4
2528,JM,2008,f04,0,f,0-4
2529,JO,2008,f04,0,f,0-4
2530,JP,2008,f04,0,f,0-4
2531,KE,2008,f04,40,f,0-4
2532,KG,2005,f04,0,f,0-4
2533,KI,2008,f04,0,f,0-4
2534,KM,2008,f04,0,f,0-4
2535,KN,2008,f04,0,f,0-4
2536,KP,2008,f04,7,f,0-4
2537,KR,2008,f04,1,f,0-4
2538,KW,2008,f04,0,f,0-4
2539,KZ,2005,f04,1,f,0-4
2540,KZ,2007,f04,0,f,0-4
2541,KZ,2008,f04,1,f,0-4
2542,LB,2008,f04,0,f,0-4
2543,LC,2008,f04,0,f,0-4
2544,LR,2008,f04,1,f,0-4
2545,LS,2008,f04,1,f,0-4
2546,LT,2005,f04,0,f,0-4
2547,LT,2006,f04,0,f,0-4
2548,LT,2007,f04,0,f,0-4
2549,LT,2008,f04,0,f,0-4
2550,LU,2005,f04,0,f,0-4
2551,LU,2006,f04,0,f,0-4
2552,LU,2007,f04,0,f,0-4
2553,LU,2008,f04,0,f,0-4
2554,LV,2005,f04,0,f,0-4
2555,LV,2006,f04,0,f,0-4
2556,LV,2008,f04,0,f,0-4
2557,LY,2008,f04,0,f,0-4
2558,MA,2008,f04,4,f,0-4
2559,MD,2005,f04,0,f,0-4
2560,MD,2007,f04,0,f,0-4
2561,MD,2008,f04,2,f,0-4
2562,ME,2005,f04,0,f,0-4
2563,ME,2007,f04,0,f,0-4
2564,ME,2008,f04,0,f,0-4
2565,MG,2008,f04,19,f,0-4
2566,MH,2008,f04,0,f,0-4
2567,MK,2005,f04,1,f,0-4
2568,MK,2006,f04,0,f,0-4
2569,MK,2007,f04,0,f,0-4
2570,MK,2008,f04,0,f,0-4
2571,ML,2008,f04,3,f,0-4
2572,MO,2008,f04,0,f,0-4
2573,MP,2008,f04,0,f,0-4
2574,MT,2005,f04,0,f,0-4
2575,MT,2006,f04,0,f,0-4
2576,MT,2007,f04,0,f,0-4
2577,MT,2008,f04,0,f,0-4
2578,MU,2008,f04,0,f,0-4
2579,MX,2008,f04,30,f,0-4
2580,MY,2008,f04,66,f,0-4
2581,NC,2008,f04,0,f,0-4
2582,NL,2005,f04,0,f,0-4
2583,NL,2006,f04,0,f,0-4
2584,NL,2007,f04,0,f,0-4
2585,NL,2008,f04,0,f,0-4
2586,NO,2005,f04,0,f,0-4
2587,NO,2006,f04,0,f,0-4
2588,NO,2008,f04,0,f,0-4
2589,NR,2008,f04,0,f,0-4
2590,NZ,2008,f04,1,f,0-4
2591,OM,2008,f04,0,f,0-4
2592,PE,2008,f04,5,f,0-4
2593,PF,2008,f04,0,f,0-4
2594,PL,2005,f04,0,f,0-4
2595,PL,2006,f04,0,f,0-4
2596,PL,2007,f04,0,f,0-4
2597,PL,2008,f04,0,f,0-4
2598,PR,2008,f04,0,f,0-4
2599,PS,2008,f04,0,f,0-4
2600,PT,2005,f04,3,f,0-4
2601,PT,2006,f04,1,f,0-4
2602,PT,2007,f04,0,f,0-4
2603,PT,2008,f04,0,f,0-4
2604,PY,2008,f04,1,f,0-4
2605,QA,2008,f04,0,f,0-4
2606,RO,2005,f04,8,f,0-4
2607,RO,2006,f04,12,f,0-4
2608,RO,2008,f04,5,f,0-4
2609,RS,2005,f04,0,f,0-4
2610,RS,2006,f04,0,f,0-4
2611,RS,2007,f04,0,f,0-4
2612,RS,2008,f04,0,f,0-4
2613,RU,2008,f04,0,f,0-4
2614,SB,2008,f04,0,f,0-4
2615,SC,2008,f04,0,f,0-4
2616,SD,2008,f04,41,f,0-4
2617,SE,2005,f04,0,f,0-4
2618,SE,2006,f04,0,f,0-4
2619,SE,2007,f04,0,f,0-4
2620,SE,2008,f04,0,f,0-4
2621,SG,2008,f04,0,f,0-4
2622,SI,2005,f04,0,f,0-4
2623,SI,2006,f04,0,f,0-4
2624,SI,2007,f04,0,f,0-4
2625,SI,2008,f04,0,f,0-4
2626,SK,2005,f04,0,f,0-4
2627,SK,2006,f04,0,f,0-4
2628,SK,2007,f04,0,f,0-4
2629,SK,2008,f04,1,f,0-4
2630,SN,2008,f04,1,f,0-4
2631,SV,2008,f04,0,f,0-4
2632,SZ,2008,f04,2,f,0-4
2633,TJ,2005,f04,0,f,0-4
2634,TJ,2008,f04,0,f,0-4
2635,TM,2005,f04,1,f,0-4
2636,TM,2007,f04,0,f,0-4
2637,TO,2008,f04,0,f,0-4
2638,TR,2005,f04,2,f,0-4
2639,TR,2006,f04,4,f,0-4
2640,TR,2007,f04,2,f,0-4
2641,TR,2008,f04,5,f,0-4
2642,TT,2008,f04,1,f,0-4
2643,TV,2008,f04,0,f,0-4
2644,UA,2007,f04,0,f,0-4
2645,UG,2008,f04,0,f,0-4
2646,US,2008,f04,4,f,0-4
2647,UY,2008,f04,0,f,0-4
2648,UZ,2007,f04,1,f,0-4
2649,VE,2008,f04,0,f,0-4
2650,ZA,2008,f04,298,f,0-4
2651,AD,2005,f514,0,f,5-14
2652,AD,2006,f514,0,f,5-14
2653,AD,2008,f514,0,f,5-14
2654,AE,2008,f514,0,f,5-14
2655,AL,2005,f514,0,f,5-14
2656,AL,2006,f514,2,f,5-14
2657,AL,2007,f514,2,f,5-14
2658,AM,2005,f514,3,f,5-14
2659,AM,2006,f514,3,f,5-14
2660,AM,2007,f514,2,f,5-14
2661,AM,2008,f514,4,f,5-14
2662,AR,2008,f514,61,f,5-14
2663,AT,2005,f514,0,f,5-14
2664,AT,2006,f514,1,f,5-14
2665,AZ,2005,f514,88,f,5-14
2666,AZ,2006,f514,2,f,5-14
2667,BA,2005,f514,2,f,5-14
2668,BA,2006,f514,0,f,5-14
2669,BA,2007,f514,0,f,5-14
2670,BA,2008,f514,3,f,5-14
2671,BB,2008,f514,0,f,5-14
2672,BE,2005,f514,1,f,5-14
2673,BE,2006,f514,3,f,5-14
2674,BE,2008,f514,1,f,5-14
2675,BG,2005,f514,9,f,5-14
2676,BG,2008,f514,0,f,5-14
2677,BH,2008,f514,0,f,5-14
2678,BN,2008,f514,1,f,5-14
2679,BR,2008,f514,287,f,5-14
2680,BS,2008,f514,0,f,5-14
2681,BW,2008,f514,37,f,5-14
2682,BZ,2008,f514,0,f,5-14
2683,CA,2008,f514,3,f,5-14
2684,CH,2005,f514,0,f,5-14
2685,CH,2006,f514,1,f,5-14
2686,CH,2007,f514,1,f,5-14
2687,CH,2008,f514,1,f,5-14
2688,CM,2008,f514,0,f,5-14
2689,CY,2005,f514,0,f,5-14
2690,CY,2006,f514,0,f,5-14
2691,CY,2007,f514,0,f,5-14
2692,CY,2008,f514,0,f,5-14
2693,CZ,2005,f514,0,f,5-14
2694,CZ,2006,f514,0,f,5-14
2695,CZ,2007,f514,0,f,5-14
2696,CZ,2008,f514,0,f,5-14
2697,DE,2005,f514,1,f,5-14
2698,DE,2006,f514,5,f,5-14
2699,DE,2007,f514,4,f,5-14
2700,DE,2008,f514,5,f,5-14
2701,DK,2005,f514,2,f,5-14
2702,DK,2006,f514,1,f,5-14
2703,DK,2007,f514,0,f,5-14
2704,DK,2008,f514,2,f,5-14
2705,DM,2008,f514,0,f,5-14
2706,DO,2008,f514,30,f,5-14
2707,EE,2005,f514,0,f,5-14
2708,EE,2006,f514,0,f,5-14
2709,EE,2007,f514,0,f,5-14
2710,EE,2008,f514,0,f,5-14
2711,EG,2008,f514,7,f,5-14
2712,ES,2005,f514,4,f,5-14
2713,ES,2006,f514,9,f,5-14
2714,ES,2007,f514,4,f,5-14
2715,ES,2008,f514,10,f,5-14
2716,FI,2005,f514,0,f,5-14
2717,FI,2006,f514,0,f,5-14
2718,FI,2007,f514,0,f,5-14
2719,FI,2008,f514,0,f,5-14
2720,FM,2008,f514,0,f,5-14
2721,FR,2005,f514,11,f,5-14
2722,FR,2006,f514,11,f,5-14
2723,FR,2007,f514,14,f,5-14
2724,FR,2008,f514,7,f,5-14
2725,GB,2005,f514,14,f,5-14
2726,GB,2006,f514,20,f,5-14
2727,GB,2007,f514,19,f,5-14
2728,GB,2008,f514,12,f,5-14
2729,GE,2006,f514,5,f,5-14
2730,GE,2007,f514,4,f,5-14
2731,GE,2008,f514,83,f,5-14
2732,GM,2008,f514,8,f,5-14
2733,GR,2005,f514,0,f,5-14
2734,GR,2006,f514,0,f,5-14
2735,GR,2007,f514,0,f,5-14
2736,GR,2008,f514,0,f,5-14
2737,GT,2008,f514,22,f,5-14
2738,GU,2008,f514,0,f,5-14
2739,GY,2008,f514,4,f,5-14
2740,HK,2008,f514,8,f,5-14
2741,HN,2008,f514,26,f,5-14
2742,HR,2005,f514,1,f,5-14
2743,HR,2006,f514,1,f,5-14
2744,HR,2008,f514,1,f,5-14
2745,HT,2008,f514,135,f,5-14
2746,HU,2005,f514,1,f,5-14
2747,HU,2006,f514,3,f,5-14
2748,HU,2007,f514,2,f,5-14
2749,HU,2008,f514,0,f,5-14
2750,ID,2008,f514,895,f,5-14
2751,IE,2005,f514,0,f,5-14
2752,IE,2006,f514,0,f,5-14
2753,IE,2007,f514,0,f,5-14
2754,IE,2008,f514,0,f,5-14
2755,IL,2005,f514,0,f,5-14
2756,IL,2006,f514,0,f,5-14
2757,IL,2007,f514,1,f,5-14
2758,IL,2008,f514,1,f,5-14
2759,IQ,2008,f514,53,f,5-14
2760,IR,2008,f514,40,f,5-14
2761,IS,2005,f514,0,f,5-14
2762,IS,2006,f514,0,f,5-14
2763,IS,2007,f514,0,f,5-14
2764,IS,2008,f514,0,f,5-14
2765,IT,2005,f514,3,f,5-14
2766,IT,2006,f514,6,f,5-14
2767,IT,2007,f514,7,f,5-14
2768,IT,2008,f514,7,f,5-14
2769,JM,2008,f514,1,f,5-14
2770,JO,2008,f514,0,f,5-14
2771,JP,2008,f514,1,f,5-14
2772,KE,2008,f514,546,f,5-14
2773,KG,2005,f514,15,f,5-14
2774,KI,2008,f514,4,f,5-14
2775,KM,2008,f514,2,f,5-14
2776,KN,2008,f514,0,f,5-14
2777,KP,2008,f514,472,f,5-14
2778,KR,2008,f514,31,f,5-14
2779,KW,2008,f514,2,f,5-14
2780,KZ,2005,f514,45,f,5-14
2781,KZ,2007,f514,38,f,5-14
2782,KZ,2008,f514,43,f,5-14
2783,LB,2008,f514,2,f,5-14
2784,LC,2008,f514,1,f,5-14
2785,LR,2008,f514,55,f,5-14
2786,LS,2008,f514,23,f,5-14
2787,LT,2005,f514,1,f,5-14
2788,LT,2006,f514,0,f,5-14
2789,LT,2007,f514,0,f,5-14
2790,LT,2008,f514,1,f,5-14
2791,LU,2005,f514,0,f,5-14
2792,LU,2006,f514,0,f,5-14
2793,LU,2007,f514,0,f,5-14
2794,LU,2008,f514,0,f,5-14
2795,LV,2005,f514,0,f,5-14
2796,LV,2006,f514,0,f,5-14
2797,LV,2008,f514,0,f,5-14
2798,LY,2008,f514,6,f,5-14
2799,MA,2008,f514,120,f,5-14
2800,MD,2005,f514,3,f,5-14
2801,MD,2007,f514,2,f,5-14
2802,MD,2008,f514,2,f,5-14
2803,ME,2005,f514,0,f,5-14
2804,ME,2007,f514,0,f,5-14
2805,ME,2008,f514,0,f,5-14
2806,MG,2008,f514,232,f,5-14
2807,MH,2008,f514,2,f,5-14
2808,MK,2005,f514,1,f,5-14
2809,MK,2006,f514,3,f,5-14
2810,MK,2007,f514,4,f,5-14
2811,MK,2008,f514,2,f,5-14
2812,ML,2008,f514,34,f,5-14
2813,MO,2008,f514,2,f,5-14
2814,MP,2008,f514,0,f,5-14
2815,MT,2005,f514,0,f,5-14
2816,MT,2006,f514,0,f,5-14
2817,MT,2007,f514,0,f,5-14
2818,MT,2008,f514,0,f,5-14
2819,MU,2008,f514,0,f,5-14
2820,MX,2008,f514,96,f,5-14
2821,MY,2008,f514,174,f,5-14
2822,NC,2008,f514,0,f,5-14
2823,NL,2005,f514,3,f,5-14
2824,NL,2006,f514,3,f,5-14
2825,NL,2007,f514,1,f,5-14
2826,NL,2008,f514,2,f,5-14
2827,NO,2005,f514,0,f,5-14
2828,NO,2006,f514,1,f,5-14
2829,NO,2008,f514,0,f,5-14
2830,NR,2008,f514,0,f,5-14
2831,NZ,2008,f514,0,f,5-14
2832,OM,2008,f514,1,f,5-14
2833,PE,2008,f514,47,f,5-14
2834,PF,2008,f514,0,f,5-14
2835,PL,2005,f514,3,f,5-14
2836,PL,2006,f514,1,f,5-14
2837,PL,2007,f514,4,f,5-14
2838,PL,2008,f514,3,f,5-14
2839,PR,2008,f514,0,f,5-14
2840,PS,2008,f514,0,f,5-14
2841,PT,2005,f514,4,f,5-14
2842,PT,2006,f514,3,f,5-14
2843,PT,2007,f514,2,f,5-14
2844,PT,2008,f514,3,f,5-14
2845,PY,2008,f514,9,f,5-14
2846,QA,2008,f514,0,f,5-14
2847,RO,2005,f514,47,f,5-14
2848,RO,2006,f514,25,f,5-14
2849,RO,2008,f514,32,f,5-14
2850,RS,2005,f514,6,f,5-14
2851,RS,2006,f514,7,f,5-14
2852,RS,2007,f514,2,f,5-14
2853,RS,2008,f514,3,f,5-14
2854,RU,2008,f514,33,f,5-14
2855,SB,2008,f514,4,f,5-14
2856,SC,2008,f514,0,f,5-14
2857,SD,2008,f514,280,f,5-14
2858,SE,2005,f514,1,f,5-14
2859,SE,2006,f514,1,f,5-14
2860,SE,2007,f514,1,f,5-14
2861,SE,2008,f514,0,f,5-14
2862,SG,2008,f514,0,f,5-14
2863,SI,2005,f514,0,f,5-14
2864,SI,2006,f514,0,f,5-14
2865,SI,2007,f514,0,f,5-14
2866,SI,2008,f514,0,f,5-14
2867,SK,2005,f514,0,f,5-14
2868,SK,2006,f514,0,f,5-14
2869,SK,2007,f514,1,f,5-14
2870,SK,2008,f514,0,f,5-14
2871,SN,2008,f514,78,f,5-14
2872,SV,2008,f514,8,f,5-14
2873,SZ,2008,f514,37,f,5-14
2874,TJ,2005,f514,26,f,5-14
2875,TJ,2008,f514,25,f,5-14
2876,TM,2005,f514,2,f,5-14
2877,TM,2007,f514,6,f,5-14
2878,TO,2008,f514,0,f,5-14
2879,TR,2005,f514,48,f,5-14
2880,TR,2006,f514,52,f,5-14
2881,TR,2007,f514,61,f,5-14
2882,TR,2008,f514,52,f,5-14
2883,TT,2008,f514,0,f,5-14
2884,TV,2008,f514,0,f,5-14
2885,UA,2007,f514,20,f,5-14
2886,UG,2008,f514,382,f,5-14
2887,US,2008,f514,18,f,5-14
2888,UY,2008,f514,4,f,5-14
2889,UZ,2007,f514,24,f,5-14
